0 1
4 0
37 32
6 0
5 2
4 2
3 2
4 0
37 86
5 3
4 2
2 0
1 1
3 0
38 10
6 0
5 2
2 2
4 0
38 88
6 2
3 3
2 3
1 2
3 0
39 10
5 2
3 1
1 0
3 0
39 12
12 3
7 0
0 1
4 0
39 33
4 0
3 2
1 0
0 1
5 0
39 72
4 2
3 3
2 3
1 0
0 1
4 0
39 87
3 3
2 3
1 1
0 3
4 0
39 88
5 3
3 3
2 0
1 0
4 0
39 89
6 2
2 0
1 1
0 2
3 0
40 9
14 0
12 3
5 2
3 0
40 10
10 0
7 0
1 0
4 0
40 31
5 2
3 2
2 2
1 2
5 0
40 67
5 3
4 0
2 3
1 0
0 1
5 0
40 68
5 1
3 2
2 3
1 1
0 2
5 0
40 70
5 3
4 1
3 2
2 3
1 3
5 0
40 72
6 1
3 2
2 0
1 1
0 1
5 0
40 74
5 2
3 3
2 3
1 2
0 1
5 0
40 79
5 0
3 2
2 3
1 0
0 2
5 0
40 80
6 1
4 2
3 3
2 3
1 0
5 0
40 81
6 2
5 3
4 0
2 3
0 1
5 0
40 84
5 3
4 0
3 2
2 3
1 2
4 0
40 88
5 3
4 0
2 0
0 2
4 0
40 89
5 3
4 2
3 3
1 2
3 0
41 9
12 0
3 1
2 2
4 0
41 31
5 2
4 1
3 1
2 3
5 0
41 66
5 2
4 0
3 3
2 3
0 1
5 0
41 67
4 1
3 2
2 3
1 3
0 2
5 0
41 68
4 3
3 2
2 3
1 2
0 1
5 0
41 72
5 3
4 2
3 2
2 3
0 0
5 0
41 75
5 3
3 3
2 2
1 1
0 1
5 0
41 76
5 3
4 1
3 2
2 0
0 1
3 0
41 79
3 3
2 0
1 2
5 0
41 80
6 2
5 3
4 1
2 3
1 0
5 0
41 81
4 0
3 2
2 3
1 2
0 2
5 0
41 83
5 3
4 1
3 2
2 3
0 3
5 0
41 85
6 1
3 3
2 3
1 2
0 1
5 0
41 88
5 3
4 2
3 3
2 2
0 2
3 0
42 9
10 0
2 2
1 0
5 0
42 64
5 3
3 2
2 3
1 0
0 0
5 0
42 69
5 2
3 3
2 2
1 1
0 2
5 0
42 82
4 0
3 3
2 3
1 1
0 1
5 0
42 83
5 0
4 1
3 2
2 3
0 2
4 0
42 89
4 1
3 3
2 0
0 2
5 0
42 90
5 3
4 0
3 3
2 3
1 0
3 0
43 9
7 0
6 0
2 2
3 0
43 11
12 0
10 0
3 1
4 0
43 31
4 3
3 2
2 2
1 0
5 0
43 58
5 3
3 2
2 2
1 2
0 1
5 0
43 86
4 1
3 2
2 0
1 1
0 2
5 0
43 87
4 0
3 3
2 3
1 0
0 2
5 0
43 88
6 0
5 3
4 1
3 3
2 3
5 0
43 89
5 0
4 3
3 2
2 3
0 2
4 0
43 90
4 2
3 3
2 0
1 1
5 0
43 91
6 1
4 1
3 3
1 1
0 2
3 0
44 9
7 0
3 1
1 0
3 0
44 11
6 0
5 2
3 1
4 0
44 30
5 3
3 1
2 2
0 1
5 0
44 57
5 1
3 2
2 3
1 0
0 2
5 0
44 58
5 3
4 1
3 1
2 3
0 1
5 0
44 88
5 3
4 0
3 2
1 2
0 2
5 0
44 90
6 1
4 3
2 3
1 2
0 2
5 0
44 92
4 3
3 2
2 0
1 1
0 2
5 0
44 93
6 1
5 3
4 2
2 3
0 3
5 0
44 94
5 3
3 2
2 3
1 2
0 3
3 0
45 11
7 0
5 1
0 1
5 0
45 90
5 3
4 3
3 3
2 2
0 2
4 0
45 91
5 3
4 2
3 3
0 3
5 0
45 92
4 2
3 3
2 3
1 3
0 2
5 0
45 94
5 0
3 2
2 3
1 2
0 2
3 0
46 10
11 3
5 2
2 2
3 0
46 11
5 2
2 2
0 0
4 0
46 28
4 0
3 2
2 2
1 0
4 0
46 29
6 2
5 2
3 1
0 1
5 0
46 56
4 2
3 1
2 3
1 1
0 1
3 0
46 81
3 3
2 0
0 3
4 0
46 91
5 0
4 2
3 3
0 2
4 0
46 92
4 0
3 3
2 0
0 2
5 0
46 93
5 3
3 3
2 0
1 0
0 1
5 0
46 94
5 3
4 0
3 3
1 0
0 2
5 0
46 95
5 0
3 3
2 3
1 1
0 1
3 0
47 9
12 3
5 2
3 1
3 0
47 10
5 1
2 2
0 1
4 0
47 26
6 0
4 1
3 2
2 2
5 0
47 52
4 3
3 2
2 2
1 0
0 2
4 0
47 92
4 3
3 3
2 0
1 1
5 0
47 94
5 3
4 1
2 3
1 1
0 3
5 0
47 95
5 3
3 3
2 2
1 2
0 2
5 0
47 96
6 0
3 3
2 3
1 2
0 2
3 0
48 9
12 3
10 0
7 0
3 0
48 10
10 0
3 1
1 0
4 0
48 26
5 2
4 3
2 2
1 0
5 0
48 54
4 0
3 2
2 3
1 3
0 1
4 0
48 92
5 3
3 3
2 0
1 3
4 0
48 94
5 0
3 3
2 3
1 2
5 0
48 97
5 3
4 1
3 3
2 0
0 1
5 0
48 98
6 0
5 3
4 3
3 3
0 2
5 0
48 99
5 3
4 2
3 3
1 3
0 2
3 0
49 10
7 0
6 0
3 1
4 0
49 28
5 1
4 1
3 2
0 1
5 0
49 52
4 1
3 1
2 3
1 1
0 1
4 0
49 93
5 3
4 3
3 3
0 3
5 0
49 97
6 1
4 3
3 3
2 3
1 2
5 0
49 98
5 3
4 3
2 0
1 0
0 2
5 0
49 100
5 0
4 3
2 3
1 1
0 2
3 0
50 9
11 0
5 1
2 2
4 0
50 26
6 1
5 2
2 2
1 3
5 0
50 49
4 0
3 2
2 2
1 0
0 2
3 0
51 10
7 0
2 2
0 0
4 0
51 26
4 0
2 2
1 0
0 1
5 0
51 100
4 2
3 3
2 0
1 0
0 2
5 0
51 102
5 0
3 2
2 0
1 1
0 2
3 0
52 10
14 0
2 2
0 0
3 0
52 12
5 1
2 2
1 0
4 0
52 25
6 0
5 1
3 2
0 1
5 0
52 47
5 2
4 3
2 2
1 0
0 2
4 0
52 94
4 2
3 3
2 0
1 2
5 0
52 100
5 3
4 0
3 3
2 0
0 1
5 0
52 101
5 3
4 3
3 3
1 3
0 2
5 0
52 102
5 2
3 3
2 0
1 2
0 2
3 0
53 11
5 1
3 1
0 1
3 0
53 12
10 0
7 0
0 0
3 0
53 79
5 0
3 3
0 3
4 0
53 93
5 3
3 0
2 0
1 1
5 0
53 101
5 0
4 1
3 3
2 3
1 1
5 0
53 102
5 3
3 3
2 1
1 1
0 2
3 0
54 11
14 0
11 3
10 0
3 0
54 12
9 3
7 0
5 1
5 0
54 47
4 3
3 1
2 3
1 0
0 1
5 0
54 48
5 2
3 2
2 1
1 0
0 2
5 0
54 103
6 1
5 3
4 2
2 0
1 2
5 0
54 104
4 3
3 3
2 3
1 1
0 3
3 0
55 11
10 0
2 2
0 0
3 0
55 12
3 1
2 2
1 3
4 0
55 24
6 3
5 2
3 1
0 1
4 0
55 25
5 2
2 1
1 0
0 1
4 0
55 26
6 0
5 2
4 2
3 1
5 0
55 46
5 2
3 2
2 3
1 3
0 0
6 0
55 85
5 1
4 3
3 2
2 3
1 1
0 2
4 0
55 94
5 3
4 3
2 0
0 3
6 0
55 96
5 0
4 3
3 2
2 3
1 0
0 2
6 0
55 100
5 3
4 2
3 1
2 3
1 2
0 2
5 0
55 102
4 3
3 3
2 0
1 0
0 2
5 0
55 105
6 1
4 3
3 3
2 0
1 1
3 0
56 11
9 3
5 1
2 2
4 0
56 24
5 2
4 1
2 2
1 3
4 0
56 94
5 0
4 3
2 0
0 2
4 0
56 96
4 3
3 3
2 0
1 2
6 0
56 100
6 1
5 3
4 0
3 3
2 2
0 2
6 0
56 101
5 3
4 2
3 0
2 3
1 1
0 1
6 0
56 102
6 1
4 3
3 3
2 3
1 2
0 1
6 0
56 103
6 0
5 3
4 2
3 3
1 0
0 2
5 0
56 104
5 0
3 3
2 3
1 3
0 2
3 0
57 11
7 0
3 1
0 0
3 0
57 13
6 0
5 1
2 2
4 0
57 26
5 2
4 2
2 2
0 0
5 0
57 44
4 0
3 1
2 3
1 0
0 1
6 0
57 82
5 2
4 0
3 2
2 3
1 1
0 3
4 0
57 96
4 2
3 3
2 0
0 3
6 0
57 97
5 2
4 2
3 3
2 0
1 1
0 1
5 0
57 104
5 0
4 0
3 3
2 3
1 1
5 0
57 105
5 0
4 1
3 3
1 1
0 2
3 0
58 13
5 1
3 1
1 0
4 0
58 24
6 0
3 2
2 2
0 0
4 0
58 25
5 1
4 2
2 2
0 1
5 0
58 46
5 2
3 3
2 2
1 3
0 1
6 0
58 102
5 2
4 2
3 3
2 0
1 0
0 2
5 0
58 104
5 0
4 3
2 3
1 2
0 2
6 0
58 105
5 3
4 1
3 2
2 3
1 2
0 3
6 0
58 106
6 1
4 2
3 0
2 3
1 1
0 2
4 0
59 24
6 0
2 2
1 3
0 1
6 0
59 74
5 1
4 3
3 2
2 3
1 0
0 2
6 0
59 103
5 3
4 1
3 2
2 0
1 3
0 2
6 0
59 104
5 3
4 3
3 2
2 0
1 2
0 1
6 0
59 105
5 0
4 1
3 2
2 3
1 2
0 2
5 0
59 106
4 2
3 3
2 3
1 2
0 3
6 0
59 107
5 3
4 1
3 3
2 3
1 1
0 0
6 0
59 108
6 1
5 3
4 1
3 3
1 3
0 2
4 0
60 24
7 0
2 1
1 0
0 1
4 0
60 26
5 1
4 0
3 2
2 2
4 0
60 95
5 0
4 1
3 3
2 0
5 0
60 105
5 3
3 0
2 3
1 1
0 3
5 0
60 106
5 0
3 2
2 0
1 2
0 2
5 0
60 107
6 1
4 2
3 3
2 0
1 2
5 0
60 108
5 3
3 3
2 0
1 1
0 0
6 0
60 109
5 3
4 3
3 2
2 0
1 3
0 2
3 0
61 13
7 0
3 1
2 1
4 0
61 25
4 3
3 1
2 2
1 0
4 0
61 26
6 0
5 2
1 0
0 0
5 0
61 43
6 0
5 2
2 3
1 0
0 0
5 0
61 44
4 2
3 1
2 2
1 0
0 2
5 0
61 107
5 0
3 3
2 0
1 1
0 1
5 0
61 108
5 0
4 0
3 3
1 1
0 2
6 0
61 109
6 1
4 3
3 2
2 0
1 2
0 2
6 0
61 110
5 3
4 3
3 3
2 0
1 0
0 1
6 0
61 111
5 0
4 1
3 3
2 3
1 0
0 2
6 0
61 112
5 0
4 3
3 3
2 3
1 1
0 1
4 0
62 24
6 0
4 2
3 1
2 2
4 0
62 25
5 2
4 1
3 1
1 3
4 0
62 26
7 0
5 2
4 0
0 0
5 0
62 41
5 1
4 3
3 2
1 0
0 1
6 0
62 109
6 0
5 3
4 2
3 3
2 0
0 1
6 0
62 110
6 1
4 3
3 3
2 0
1 1
0 1
6 0
62 111
6 2
5 3
4 1
3 3
1 2
0 1
3 0
63 14
6 0
5 1
3 1
3 0
63 15
7 0
5 1
0 0
4 0
63 94
3 0
2 0
1 2
0 2
5 0
63 107
5 3
4 1
3 0
2 0
0 2
5 0
63 108
4 3
3 3
2 3
1 2
0 3
5 0
63 109
5 3
4 3
3 3
2 0
1 3
6 0
63 110
5 3
4 0
3 3
2 3
1 1
0 0
3 0
64 17
9 3
7 3
3 1
4 0
64 25
5 2
4 0
2 2
0 0
4 0
64 26
5 1
4 2
3 1
0 1
5 0
64 41
4 1
3 2
2 1
1 0
0 1
3 0
64 75
3 0
2 0
0 3
4 0
64 94
5 0
4 2
3 3
0 3
4 0
64 95
4 0
3 3
2 0
0 3
5 0
64 108
5 3
4 2
3 0
2 0
1 1
6 0
64 113
5 3
4 1
3 2
2 0
1 1
0 3
6 0
64 114
5 3
4 0
3 3
2 3
1 0
0 3
4 0
65 24
5 1
4 0
2 2
0 1
6 0
65 113
5 0
4 1
3 2
2 0
1 1
0 2
6 0
65 115
5 3
4 2
3 3
2 3
1 2
0 0
4 0
66 26
6 0
4 3
3 1
2 2
5 0
66 108
5 0
4 0
3 3
2 3
1 2
5 0
66 109
5 0
4 1
3 3
1 2
0 2
6 0
66 114
5 0
4 2
3 3
2 3
1 2
0 1
6 0
66 116
6 2
4 3
3 0
2 3
1 1
0 2
6 0
66 117
6 1
5 0
4 3
2 3
1 2
0 2
3 0
67 17
5 1
3 1
1 3
3 0
67 19
7 3
2 2
0 0
4 0
67 95
5 0
3 3
2 0
1 3
5 0
67 109
5 0
4 0
2 0
1 1
0 2
5 0
67 110
5 3
4 0
3 0
2 0
0 2
6 0
67 118
6 0
5 0
4 3
3 3
2 3
0 2
4 0
68 26
6 3
5 1
2 2
0 1
5 0
68 110
4 1
3 3
2 0
1 1
0 3
6 0
68 116
5 3
4 0
3 2
2 0
1 1
0 3
6 0
68 117
6 0
5 3
4 0
3 3
1 2
0 2
6 0
68 118
6 1
5 3
3 0
2 3
1 1
0 3
4 0
69 25
7 0
5 2
2 1
1 3
5 0
69 42
6 0
4 1
3 2
2 1
0 1
4 0
69 95
5 0
4 3
2 0
1 2
5 0
69 109
5 3
3 0
2 3
1 2
0 3
6 0
69 117
5 3
4 3
3 3
2 3
1 2
0 0
6 0
69 118
6 1
5 0
3 0
2 3
1 1
0 2
4 0
70 25
4 2
3 1
2 2
0 0
4 0
70 26
5 1
4 0
2 2
1 0
6 0
70 63
5 2
4 3
3 2
2 3
1 3
0 0
4 0
70 95
5 0
4 2
2 0
0 3
5 0
70 109
5 0
3 0
2 3
1 2
0 2
5 0
70 111
5 0
3 3
2 0
1 2
0 1
6 0
70 117
6 0
5 3
4 2
3 3
1 1
0 3
6 0
70 120
6 2
4 0
3 3
2 0
1 0
0 2
3 0
71 23
7 3
6 0
5 1
4 0
71 26
8 3
7 0
6 0
0 0
4 0
71 28
4 1
3 1
1 0
0 0
4 0
71 93
5 0
3 3
2 0
0 0
7 0
71 109
6 1
5 3
4 1
3 3
2 3
1 0
0 0
5 0
71 110
5 0
4 0
3 3
2 3
0 3
6 0
71 118
6 0
4 0
3 3
2 0
1 1
0 2
6 0
71 120
5 3
4 2
3 0
2 3
1 1
0 3
6 0
71 121
5 0
4 2
3 2
2 0
1 2
0 2
3 0
72 25
5 1
1 3
0 0
4 0
72 28
7 0
4 2
3 1
2 1
5 0
72 39
4 1
3 1
2 2
1 2
0 1
5 0
72 41
5 1
4 1
3 1
2 3
1 0
4 0
72 92
5 0
4 0
2 0
1 2
4 0
72 93
3 0
2 0
1 1
0 3
5 0
72 110
5 0
4 1
2 0
1 2
0 2
7 0
72 117
6 0
5 3
4 2
3 2
2 3
1 2
0 3
6 0
72 119
6 1
4 3
3 3
2 0
1 3
0 2
6 0
72 120
5 0
4 2
3 0
2 3
1 1
0 2
6 0
72 121
6 1
5 3
4 2
3 0
2 0
1 1
4 0
73 26
4 0
3 1
2 2
1 3
4 0
73 27
6 1
5 1
2 2
0 0
4 0
73 29
5 2
2 1
1 0
0 0
5 0
73 40
5 2
3 1
2 3
1 3
0 0
4 0
73 91
5 0
4 1
2 0
0 3
7 0
73 119
6 0
5 3
4 2
3 3
2 3
1 1
0 0
7 0
73 120
6 2
5 0
4 2
3 3
2 3
1 0
0 1
6 0
73 121
5 3
4 2
3 3
2 1
1 2
0 2
7 0
73 122
6 1
5 3
4 0
3 3
2 2
1 2
0 2
4 0
74 27
4 3
3 1
2 2
0 0
4 0
74 28
5 1
2 1
1 0
0 1
4 0
74 29
6 0
5 1
4 2
3 1
5 0
74 109
4 2
3 0
2 0
1 2
0 2
7 0
74 120
6 2
5 3
4 0
3 1
2 3
1 2
0 2
6 0
74 122
6 0
5 3
3 0
2 0
1 1
0 2
4 0
75 27
5 1
4 1
2 2
1 3
4 0
75 30
4 1
3 1
2 1
1 0
5 0
75 39
5 1
3 2
2 2
1 1
0 0
5 0
75 40
5 0
3 1
2 2
1 0
0 1
6 0
75 57
5 1
4 1
3 1
2 3
1 1
0 1
4 0
75 90
4 2
3 0
2 0
0 3
4 0
75 93
5 0
4 2
3 0
2 0
5 0
75 111
6 1
5 0
2 0
1 1
0 3
6 0
75 120
6 1
5 0
4 1
3 3
2 3
0 3
7 0
75 121
6 1
5 1
4 2
3 3
2 3
1 2
0 2
6 0
75 122
5 3
4 3
3 0
2 3
1 1
0 3
6 0
75 123
5 0
4 3
3 2
2 0
1 2
0 2
3 0
76 27
5 1
2 1
1 3
4 0
76 29
5 1
4 2
2 2
0 0
5 0
76 39
5 2
4 0
3 1
2 2
1 2
6 0
76 122
5 0
4 3
3 0
2 3
1 1
0 2
6 0
76 123
5 0
4 1
3 3
2 0
1 0
0 2
7 0
76 125
6 0
5 3
4 0
3 2
2 0
1 2
0 2
4 0
77 28
3 1
2 1
1 3
0 1
5 0
77 41
6 0
4 0
3 1
2 2
1 1
6 0
77 122
6 1
5 3
3 0
2 3
1 2
0 3
6 0
77 123
5 3
4 3
3 3
2 1
1 2
0 2
7 0
77 124
6 0
5 3
4 0
3 0
2 3
1 1
0 2
7 0
77 126
6 0
5 3
4 0
3 3
2 0
1 1
0 1
4 0
78 31
6 0
5 1
4 3
3 1
3 0
78 36
5 1
3 0
0 0
5 0
78 39
5 1
4 1
3 2
2 1
0 1
5 0
78 40
5 1
4 3
3 2
2 2
1 3
5 0
78 41
6 1
4 1
3 1
2 1
0 1
3 0
78 57
3 0
2 1
0 3
3 0
78 60
5 0
3 0
2 1
4 0
78 89
5 0
4 1
3 0
2 0
5 0
78 109
5 0
3 2
2 0
1 2
0 3
5 0
78 111
4 3
3 0
2 0
1 2
0 2
6 0
78 122
5 3
4 0
3 3
2 0
1 1
0 0
6 0
78 124
6 1
5 0
3 3
2 0
1 2
0 1
7 0
78 125
6 0
5 3
4 2
3 2
2 0
1 1
0 3
7 0
78 127
6 1
5 3
4 3
3 3
2 0
1 3
0 1
7 0
78 129
6 1
5 0
4 3
3 3
2 3
1 2
0 1
4 0
79 30
5 1
4 0
2 2
1 3
4 0
79 31
7 0
6 0
2 1
1 3
5 0
79 39
4 2
3 1
2 1
1 0
0 1
6 0
79 56
5 1
4 1
3 2
2 3
1 0
0 0
4 0
79 91
5 0
3 0
1 1
0 3
5 0
79 111
5 0
3 3
2 0
1 1
0 0
7 0
79 127
6 2
5 2
4 2
3 3
2 0
1 3
0 2
7 0
79 129
6 0
5 3
4 2
3 0
2 3
1 2
0 2
4 0
80 32
4 1
3 1
1 3
0 0
5 0
80 39
6 0
5 1
4 0
1 0
0 1
5 0
80 41
4 0
3 2
2 2
1 3
0 0
6 0
80 123
6 1
5 0
4 1
2 0
1 2
0 2
6 0
80 124
5 3
4 2
3 0
2 3
1 2
0 3
7 0
80 128
6 2
5 3
4 0
3 1
2 0
1 1
0 2
7 0
80 130
6 2
5 0
4 2
3 3
2 2
1 1
0 2
7 0
80 131
6 1
5 3
4 2
3 0
2 0
1 0
0 2
5 0
81 40
6 0
5 1
2 2
1 2
0 1
5 0
81 41
5 2
4 0
3 1
2 2
0 3
3 0
81 42
3 0
2 1
0 0
5 0
81 108
4 0
3 0
2 0
1 2
0 2
5 0
81 109
5 0
3 3
2 1
1 2
0 2
5 0
81 110
5 3
4 1
3 0
2 0
0 3
6 0
81 124
5 0
4 2
3 0
2 3
1 2
0 2
7 0
81 132
6 3
5 3
4 0
3 0
2 3
1 1
0 2
4 0
82 33
5 2
2 1
1 3
0 0
4 0
82 34
5 1
4 3
3 1
1 3
5 0
82 41
5 1
4 0
3 1
2 2
0 2
5 0
82 42
5 1
4 0
3 2
2 1
0 1
6 0
82 56
5 1
4 1
3 3
2 2
1 0
0 1
4 0
82 88
5 0
4 2
3 0
0 3
4 0
82 89
4 0
3 0
2 0
0 3
5 0
82 108
5 0
4 2
3 3
2 0
0 0
5 0
82 109
4 3
3 3
2 0
1 3
0 3
5 0
82 110
5 0
4 1
3 0
2 0
0 2
6 0
82 125
6 0
5 0
4 2
3 3
2 0
1 1
7 0
82 132
6 1
5 3
4 1
3 3
2 0
1 1
0 0
4 0
83 32
5 1
2 1
1 3
0 1
4 0
83 35
5 1
3 1
2 1
1 1
5 0
83 41
4 3
3 1
2 1
1 0
0 1
5 0
83 42
5 1
4 0
3 2
1 0
0 0
5 0
83 108
4 2
3 0
2 0
1 1
