1
26,3
27,3
28,2
29,4
30,2
31,3
32,2

10
1,1
2,0
3,3
4,0
5,0
6,3
7,3
8,2
9,4
10,3
11,4
12,1
13,4
14,4
15,4
16,4
17,2
18,2
19,4
20,0
21,2
22,2
23,1
24,4
25,4
26,2
27,3
28,1
29,2
30,1
31,3
32,2

11
1,1
2,0
3,3
4,0
5,0
6,3
7,3
8,2
9,4
10,3
11,4
12,1
13,4
14,4
15,0
16,1
17,2
18,3
19,4
20,0
21,3
22,2
23,0
24,4
25,4
26,0
27,3
28,2
29,2
30,1
31,3
32,0

12
1,1
2,3
3,2
4,0
5,2
6,0
7,2
8,4
9,3
10,0
11,3
12,4
13,3
14,1
15,0
16,3
17,1
18,2
19,3
20,0
21,1
22,4
23,4
24,0
25,3
26,0
27,2
28,2
29,4
30,0
31,2
32,1

13
1,1
2,3
3,2
4,0
5,2
6,0
7,2
8,4
9,3
10,2
11,3
12,4
13,3
14,2
15,3
16,3
17,1
18,2
19,3
20,0
21,1
22,1
23,1
24,3
25,4
26,0
27,2
28,2
29,0
30,1
31,2
32,2

14
1,1
2,3
3,2
4,0
5,0
6,4
7,2
8,4
9,3
10,0
11,3
12,4
13,3
14,0
15,0
16,0
17,1
18,2
19,3
20,0
21,1
22,1
23,4
24,3
25,3
26,0
27,2
28,2
29,4
30,0
31,2
32,2

15
1,1
2,3
3,2
4,0
5,0
6,0
7,2
8,4
9,0
10,2
11,0
12,1
13,3
14,3
15,4
16,3
17,1
18,2
19,3
20,0
21,1
22,1
23,3
24,3
25,3
26,0
27,2
28,2
29,1
30,0
31,2
32,2

16
1,1
2,0
3,2
4,0
5,1
6,0
7,2
8,4
9,3
10,0
11,3
12,4
13,3
14,3
15,3
16,2
17,1
18,2
19,4
20,0
21,1
22,1
23,3
24,3
25,3
26,3
27,2
28,1
29,4
30,1
31,2
32,2

17
1,1
2,0
3,2
4,0
5,2
6,2
7,2
8,4
9,3
10,3
11,3
12,4
13,3
14,0
15,0
16,3
17,1
18,2
19,0
20,0
21,1
22,1
23,3
24,3
25,3
26,0
27,2
28,1
29,0
30,1
31,2
32,2

18
1,1
2,0
3,2
4,0
5,2
6,0
7,2
8,4
9,3
10,0
11,3
12,4
13,3
14,0
15,0
16,3
17,1
18,2
19,0
20,0
21,1
22,1
23,3
24,3
25,3
26,4
27,2
28,1
29,1
30,1
31,2
32,2

19
1,1
2,0
3,2
4,0
5,0
6,4
7,2
8,4
9,3
10,3
11,3
12,4
13,3
14,0
15,0
16,3
17,1
18,2
19,3
20,0
21,1
22,1
23,3
24,3
25,0
26,2
27,2
28,1
29,0
30,1
31,2
32,1

20
1,1
2,0
3,2
4,0
5,0
6,0
7,2
8,4
9,3
10,0
11,3
12,4
13,3
14,3
15,0
16,0
17,1
18,2
19,3
20,0
21,1
22,1
23,3
24,3
25,3
26,0
27,2
28,1
29,3
30,1
31,2
32,2

21
1,1
2,1
3,2
4,0
5,0
6,0
7,2
8,1
9,3
10,3
11,3
12,4
13,4
14,3
15,2
16,0
17,0
18,2
19,3
20,0
21,0
22,1
23,4
24,3
25,3
26,1
27,2
28,0
29,1
30,4
31,2
32,2

22
1,1
2,3
3,2
4,0
5,2
6,0
7,3
8,1
9,3
10,2
11,3
12,4
13,3
14,3
15,4
16,4
17,1
18,2
19,3
20,0
21,0
22,1
23,1
24,3
25,3
26,1
27,2
28,2
29,1
30,1
31,0
32,2

23
1,1
2,3
3,2
4,0
5,2
6,2
7,2
8,1
9,3
10,3
11,2
12,1
13,4
14,2
15,2
16,3
17,0
18,2
19,3
20,0
21,2
22,1
23,4
24,2
25,4
26,1
27,2
28,2
29,1
30,0
31,2
32,1

24
1,1
2,3
3,2
4,0
5,2
6,2
7,2
8,1
9,3
10,3
11,3
12,4
13,0
14,0
15,3
16,3
17,1
18,2
19,3
20,0
21,0
22,1
23,0
24,4
25,3
26,1
27,2
28,2
29,1
30,0
31,2
32,0

25
1,1
2,3
3,2
4,0
5,3
6,4
7,2
8,1
9,3
10,4
11,3
12,1
13,4
14,2
15,2
16,0
17,0
18,2
19,3
20,0
21,3
22,1
23,4
24,3
25,3
26,1
27,2
28,2
29,1
30,1
31,2
32,2

26
1,1
2,3
3,3
4,0
5,2
6,4
7,3
8,1
9,4
10,3
11,0
12,1
13,3
14,3
15,4
16,4
17,1
18,2
19,3
20,0
21,0
22,1
23,1
24,3
25,4
26,1
27,1
28,2
29,1
30,1
31,3
32,2

27
1,1
2,0
3,2
4,0
5,2
6,2
7,2
8,1
9,3
10,3
11,3
12,4
13,0
14,0
15,1
16,3
17,1
18,2
19,3
20,0
21,0
22,1
23,3
24,0
25,3
26,1
27,2
28,0
29,1
30,4
31,2
32,2

28
1,1
2,0
3,2
4,0
5,2
6,2
7,2
8,1
9,3
10,3
11,0
12,4
13,4
14,3
15,2
16,3
17,0
18,2
19,3
20,0
21,0
22,1
23,4
24,0
25,3
26,1
27,2
28,0
29,1
30,4
31,2
32,2

29
1,1
2,3
3,2
4,0
5,2
6,2
7,2
8,4
9,3
10,3
11,2
12,0
13,0
14,2
15,0
16,3
17,1
18,2
19,3
20,0
21,2
22,1
23,0
24,0
25,3
26,0
27,2
28,2
29,2
30,1
31,2
32,2

30
1,1
2,0
3,2
4,0
5,0
6,4
7,1
8,4
9,3
10,3
11,3
12,4
13,4
14,1
15,2
16,3
17,1
18,2
19,3
20,0
21,2
22,1
23,3
24,3
25,2
26,1
27,1
28,1
29,4
30,1
31,2
32,1

31
1,1
2,2
3,2
4,0
5,1
6,0
7,2
8,4
9,3
10,2
11,2
12,4
13,3
14,3
15,3
16,0
17,4
18,1
19,0
20,0
21,0
22,4
23,2
24,3
25,2
26,0
27,1
28,1
29,0
30,1
31,2
32,1

32
1,1
2,2
3,1
4,0
5,1
6,0
7,2
8,4
9,3
10,1
11,2
12,0
13,3
14,2
15,3
16,3
17,4
18,1
19,3
20,0
21,3
22,4
23,0
24,2
25,2
26,4
27,1
28,1
29,1
30,4
31,2
32,1

33
1,1
2,2
3,1
4,0
5,1
6,0
7,2
8,4
9,3
10,2
11,2
12,0
13,3
14,2
15,3
16,3
17,1
18,1
19,3
20,0
21,3
22,4
23,0
24,2
25,2
26,4
27,1
28,1
29,1
30,1
31,2
32,1

34
1,1
2,2
3,2
4,0
5,1
6,0
7,2
8,4
9,3
10,2
11,2
12,4
13,3
14,0
15,3
16,3
17,0
18,1
19,0
20,0
21,3
22,4
23,2
24,2
25,2
26,0
27,1
28,1
29,0
30,1
31,2
32,1

35
1,1
2,3
3,2
4,0
5,2
6,4
7,2
8,4
9,3
10,2
11,0
12,4
13,3
14,1
15,4
16,3
17,1
18,1
19,3
20,0
21,0
22,4
23,3
24,4
25,3
26,4
27,2
28,1
29,4
30,4
31,2
32,2

36
1,1
2,4
3,1
4,0
5,1
6,4
7,2
8,4
9,3
10,2
11,2
12,0
13,3
14,2
15,3
16,3
17,1
18,1
19,3
20,0
21,0
22,4
23,0
24,2
25,2
26,0
27,1
28,1
29,0
30,0
31,2
32,1

37
1,1
2,4
3,2
4,0
5,4
6,0
7,2
8,4
9,3
10,2
11,2
12,4
13,3
14,4
15,0
16,3
17,0
18,1
19,3
20,0
21,2
22,4
23,3
24,2
25,2
26,4
27,1
28,1
29,4
30,4
31,1
32,2

38
1,1
2,4
3,0
4,0
5,1
6,4
7,2
8,4
9,3
10,2
11,2
12,4
13,3
14,0
15,3
16,3
17,1
18,1
19,3
20,0
21,0
22,4
23,2
24,2
25,2
26,0
27,1
28,1
29,0
30,0
31,2
32,1

39
1,1
2,0
3,2
4,0
5,1
6,3
7,2
8,4
9,3
10,2
11,2
12,4
13,3
14,0
15,3
16,2
17,4
18,1
19,2
20,0
21,0
22,4
23,2
24,0
25,2
26,0
27,1
28,1
29,0
30,1
31,2
32,1

40
1,1
2,0
3,2
4,0
5,0
6,4
7,2
8,4
9,3
10,2
11,4
12,4
13,3
14,2
15,3
16,3
17,1
18,1
19,3
20,0
21,0
22,4
23,2
24,0
25,3
26,0
27,0
28,1
29,1
30,4
31,2
32,1

41
1,1
2,0
3,2
4,0
5,0
6,4
7,2
8,4
9,3
10,2
11,0
12,4
13,3
14,3
15,0
16,3
17,1
18,1
19,3
20,0
21,4
22,4
23,2
24,3
25,3
26,0
27,0
28,1
29,1
30,1
31,2
32,1

42
1,1
2,0
3,2
4,0
5,2
6,2
7,2
8,0
9,3
10,3
11,3
12,4
13,0
14,3
15,1
16,3
17,1
18,2
19,0
20,0
21,0
22,1
23,3
24,3
25,3
26,4
27,2
28,3
29,4
30,0
31,2
32,2

43
1,2
2,4
3,3
4,0
5,0
6,0
7,3
8,2
9,4
10,0
11,4
12,1
13,1
14,0
15,1
16,0
17,2
18,3
19,4
20,0
21,3
22,2
23,4
24,1
25,4
26,0
27,3
28,2
29,1
30,2
31,3
32,2

44
1,2
2,4
3,4
4,0
5,0
6,0
7,4
8,2
9,1
10,4
11,4
12,2
13,1
14,1
15,2
16,1
17,0
18,3
19,1
20,0
21,4
22,3
23,4
24,1
25,1
26,2
27,0
28,0
29,3
30,0
31,4
32,3

45
1,2
2,4
3,4
4,0
5,0
6,2
7,3
8,2
9,4
10,4
11,4
12,1
13,1
14,4
15,4
16,1
17,2
18,4
19,1
20,0
21,4
22,3
23,1
24,1
25,1
26,0
27,3
28,3
29,3
30,3
31,4
32,2

46
1,2
2,4
3,4
4,0
5,0
6,0
7,4
8,2
9,1
10,3
11,3
12,2
13,1
14,4
15,4
16,1
17,2
18,3
19,1
20,0
21,1
22,0
23,4
24,1
25,1
26,4
27,4
28,3
29,3
30,2
31,4
32,3

47
1,2
2,4
3,4
4,0
5,0
6,0
7,4
8,2
9,1
10,4
11,3
12,2
13,1
14,4
15,4
16,1
17,3
18,3
19,1
20,0
21,4
22,0
23,4
24,1
25,1
26,3
27,3
28,2
29,3
30,3
31,4
32,3

48
1,2
2,4
3,4
4,0
5,0
6,0
7,4
8,3
9,1
10,2
11,1
12,2
13,1
14,4
15,0
16,0
17,3
18,4
19,1
20,0
21,4
22,3
23,1
24,1
25,1
26,0
27,4
28,3
29,0
30,3
31,4
32,3

49
1,2
2,4
3,4
4,0
5,0
6,0
7,4
8,2
9,1
10,1
11,1
12,2
13,1
14,0
15,0
16,2
17,3
18,4
19,1
20,0
21,4
22,3
23,0
24,1
25,1
26,4
27,4
28,3
29,0
30,2
31,4
32,3

50
1,2
2,4
3,3
4,0
5,0
6,3
7,2
8,1
9,4
10,3
11,4
12,1
13,4
14,3
15,3
16,4
17,2
18,2
19,4
20,0
21,3
22,2
23,3
24,4
25,4
26,2
27,2
28,1
29,2
30,1
31,0
32,2

51
1,2
2,4
3,4
4,0
5,0
6,2
7,3
8,2
9,1
10,4
11,1
12,2
13,0
14,4
15,4
16,1
17,3
18,3
19,1
20,0
21,4
22,3
23,4
24,4
25,1
26,2
27,3
28,2
29,3
30,2
31,4
32,2

52
1,2
2,4
3,4
4,0
5,0
6,4
7,3
8,2
9,4
10,4
11,4
12,1
13,1
14,4
15,4
16,1
17,2
18,4
19,1
20,0
21,4
22,3
23,1
24,4
25,1
26,2
27,3
28,3
29,3
30,3
31,0
32,3

53
1,2
2,0
3,3
4,0
5,4
6,0
7,3
8,1
9,4
10,0
11,4
12,2
13,4
14,4
15,0
16,1
17,2
18,2
19,4
20,0
21,3
22,2
23,0
24,4
25,4
26,0
27,2
28,3
29,1
30,1
31,3
32,3

54
1,2
2,0
3,4
4,0
5,4
6,4
7,4
8,3
9,1
10,0
11,1
12,2
13,1
14,1
15,1
16,1
17,3
18,4
19,1
20,0
21,0
22,3
23,1
24,2
25,1
26,4
27,4
28,3
29,1
30,3
31,4
32,3

55
1,2
2,0
3,4
4,0
5,0
6,4
7,4
8,3
9,1
10,4
11,1
12,2
13,1
14,1
15,1
16,1
17,3
18,3
19,1
20,0
21,3
22,3
23,2
24,1
25,1
26,3
27,4
28,2
29,3
30,2
31,4
32,3

56
1,2
2,2
3,3
4,0
5,0
6,0
7,3
8,2
9,4
10,4
11,4
12,1
13,1
14,4
15,3
16,0
17,0
18,3
19,4
20,0
21,0
22,2
23,1
24,4
25,4
26,2
27,3
28,0
29,2
30,1
31,3
32,3

57
1,2
2,1
3,2
4,0
5,2
6,1
7,3
8,1
9,4
10,3
11,3
12,0
13,4
14,3
15,4
16,4
17,2
18,2
19,4
20,0
21,0
22,1
23,0
24,3
25,3
26,0
27,2
28,2
29,0
30,0
31,3
32,2

58
1,2
2,1
3,3
4,0
5,0
6,0
7,3
8,1
9,4
10,3
11,3
12,1
13,4
14,3
15,0
16,4
17,0
18,2
19,4
20,0
21,0
22,1
23,3
24,3
25,3
26,1
27,0
28,2
29,2
30,2
31,3
32,2

59
1,2
2,1
3,0
4,0
5,2
6,1
7,3
8,1
9,4
10,3
11,3
12,1
13,4
14,0
15,4
16,4
17,2
18,2
19,4
20,0
21,0
22,1
23,3
24,3
25,3
26,0
27,2
28,2
29,0
30,0
31,3
32,2

60
1,2
2,0
3,3
4,0
5,2
6,0
7,3
8,1
9,4
10,3
11,0
12,1
13,4
14,3
15,4
16,4
17,2
18,2
19,0
20,0
21,0
22,1
23,3
24,0
25,3
26,0
27,2
28,2
29,2
30,2
31,3
32,2

61
1,2
2,0
3,3
4,0
5,0
6,0
7,3
8,1
9,4
10,3
11,2
12,1
13,4
14,3
15,3
16,4
17,2
18,2
19,4
20,0
21,0
22,1
23,3
24,0
25,4
26,0
27,0
28,2
29,2
30,2
31,3
32,2

62
1,2
2,0
3,3
4,0
5,0
6,1
7,3
8,1
9,4
10,3
11,0
12,1
13,4
14,4
15,0
16,4
17,2
18,2
19,4
20,0
21,1
22,1
23,3
24,4
25,4
26,0
27,0
28,2
29,2
30,2
31,3
32,2

63
1,2
2,1
3,3
4,0
5,4
6,1
7,3
8,2
9,4
10,3
11,4
12,2
13,0
14,4
15,2
16,4
17,2
18,0
19,4
20,0
21,4
22,2
23,4
24,4
25,4
26,1
27,3
28,4
29,2
30,2
31,3
32,3

64
1,2
2,1
3,4
4,0
5,0
6,4
7,4
8,2
9,1
10,1
11,4
12,2
13,1
14,1
15,2
16,0
17,2
18,3
19,1
20,0
21,2
22,3
23,1
24,4
25,4
26,2
27,4
28,4
29,1
30,2
31,4
32,3

65
1,2
2,0
3,4
4,0
5,4
6,0
7,4
8,2
9,1
10,0
11,4
12,0
13,1
14,4
15,2
16,1
17,0
18,3
19,1
20,0
21,4
22,3
23,2
24,0
25,1
26,2
27,4
28,4
29,3
30,2
31,4
32,3

66
1,3
2,1
3,1
4,0
5,4
6,3
7,1
8,3
9,2
10,1
11,1
12,3
13,2
14,3
15,2
16,2
17,4
18,1
19,2
20,0
21,1
22,4
23,1
24,2
25,1
26,4
27,4
28,0
29,0
30,4
31,1
32,4

67
1,3
2,1
3,1
4,0
5,0
6,3
7,4
8,3
9,1
10,1
11,1
12,2
13,2
14,1
15,1
16,2
17,3
18,1
19,2
20,0
21,1
22,4
23,2
24,2
25,2
26,0
27,4
28,4
29,4
30,4
31,1
32,3

68
1,3
2,1
3,1
4,0
5,0
6,0
7,1
8,4
9,2
10,3
11,2
12,3
13,2
14,1
15,0
16,0
17,4
18,1
19,2
20,0
21,1
22,4
23,2
24,2
25,2
26,0
27,1
28,4
29,0
30,4
31,1
32,4

69
1,3
2,1
3,1
4,0
5,0
6,0
7,1
8,3
9,2
10,2
11,2
12,3
13,2
14,0
15,0
16,3
17,4
18,1
19,2
20,0
21,1
22,4
23,0
24,2
25,2
26,1
27,1
28,4
29,0
30,3
31,1
32,4

70
1,3
2,1
3,4
4,0
5,0
6,0
7,4
8,3
9,1
10,0
11,1
12,2
13,2
14,0
15,2
16,0
17,3
18,4
19,1
20,0
21,4
22,3
23,1
24,2
25,1
26,0
27,4
28,3
29,2
30,3
31,4
32,3

71
1,3
2,1
3,1
4,0
5,0
6,1
7,4
8,3
9,1
10,1
11,1
12,2
13,2
14,1
15,1
16,2
17,3
18,1
19,2
20,0
21,1
22,4
23,2
24,1
25,2
26,3
27,4
28,4
29,4
30,4
31,0
32,4

72
1,3
2,1
3,1
4,0
5,0
6,3
7,4
8,3
9,2
10,1
11,2
12,3
13,0
14,1
15,1
16,2
17,4
18,4
19,2
20,0
21,1
22,4
23,1
24,1
25,2
26,3
27,4
28,3
29,4
30,3
31,1
32,3

73
1,3
2,1
3,4
4,0
5,0
6,4
7,3
8,2
9,1
10,4
11,1
12,2
13,1
14,4
15,4
16,1
17,3
18,3
19,1
20,0
21,4
22,3
23,4
24,1
25,1
26,3
27,3
28,2
29,3
30,2
31,0
32,3

74
1,3
2,2
3,1
4,0
5,1
6,1
7,4
8,3
9,2
10,1
11,1
12,4
13,0
14,0
15,3
16,2
17,4
18,1
19,2
20,0
21,1
22,4
23,2
24,2
25,0
26,3
27,1
28,1
29,3
30,4
31,1
32,4

75
1,3
2,2
3,1
4,0
5,1
6,2
7,1
8,3
9,2
10,3
11,1
12,3
13,3
14,1
15,1
16,0
17,0
18,1
19,2
20,0
21,1
22,4
23,3
24,1
25,2
26,3
27,1
28,1
29,3
30,3
31,1
32,4

76
1,3
2,2
3,4
4,0
5,0
6,0
7,4
8,2
9,1
10,4
11,4
12,2
13,1
14,4
15,0
16,1
17,0
18,3
19,1
20,0
21,0
22,2
23,4
24,4
25,4
26,2
27,0
28,3
29,3
30,3
31,4
32,3

77
1,3
2,0
3,4
4,0
5,3
6,0
7,4
8,2
9,1
10,4
11,0
12,2
13,1
14,4
15,1
16,1
17,3
18,3
19,0
20,0
21,0
22,2
23,4
24,0
25,4
26,0
27,3
28,3
29,3
30,3
31,4
32,3

78
1,3
2,0
3,4
4,0
5,0
6,0
7,4
8,2
9,1
10,4
11,3
12,2
13,1
14,4
15,4
16,1
17,3
18,3
19,1
20,0
21,0
22,2
23,4
24,0
25,1
26,0
27,0
28,3
29,3
30,3
31,4
32,3

79
1,3
2,2
3,1
4,0
5,0
6,1
7,1
8,3
9,2
10,2
11,1
12,3
13,2
14,2
15,3
16,0
17,3
18,4
19,2
20,0
21,3
22,4
23,2
24,1
25,1
26,3
27,1
28,1
29,2
30,3
31,1
32,4

80
1,4
2,2
3,1
4,0
5,0
6,0
7,1
8,4
9,2
10,0
11,2
12,3
13,3
14,0
15,3
16,0
17,4
18,1
19,2
20,0
21,1
22,4
23,2
24,3
25,2
26,0
27,1
28,4
29,3
30,4
31,1
32,4

81
1,4
2,2
3,2
4,0
5,0
6,4
7,2
8,4
9,3
10,2
11,2
12,4
13,3
14,3
15,4
16,3
17,1
18,1
19,3
20,0
21,0
22,4
23,2
24,3
25,0
26,0
27,1
28,0
29,0
30,1
31,2
32,1

82
1,4
2,2
3,2
4,0
5,0
6,4
7,2
8,4
9,3
10,2
11,2
12,4
13,3
14,0
15,2
16,3
17,1
18,1
19,3
20,0
21,2
22,1
23,2
24,3
25,0
26,0
27,0
28,1
29,0
30,1
31,2
32,1

83
1,4
2,2
3,2
4,0
5,0
6,4
7,2
8,4
9,3
10,2
11,4
12,4
13,3
14,2
15,3
16,3
17,1
18,1
19,3
20,0
21,2
22,0
23,2
24,3
25,3
26,1
27,1
28,4
29,1
30,4
31,2
32,1

84
1,4
2,2
3,2
4,0
5,0
6,4
7,2
8,4
9,3
10,2
11,4
12,4
13,3
14,0
15,0
16,3
17,1
18,1
19,3
20,0
21,0
22,1
23,2
24,3
25,3
26,0
27,2
28,0
29,1
30,4
31,2
32,1

85
1,4
2,2
3,2
4,0
5,0
6,0
7,2
8,4
9,3
10,2
11,2
12,4
13,3
14,3
15,4
16,3
17,0
18,1
19,3
20,0
21,2
22,1
23,2
24,3
25,3
26,4
27,0
28,0
29,1
30,0
31,2
32,1

86
1,4
2,2
3,2
4,0
5,0
6,0
7,2
8,4
9,3
10,3
11,3
12,4
13,3
14,0
15,0
16,4
17,1
18,2
19,3
20,0
21,2
22,1
23,0
24,3
25,3
26,2
27,2
28,1
29,0
30,4
31,2
32,1

87
1,4
2,2
3,1
4,0
5,0
6,1
7,4
8,3
9,2
10,1
11,2
12,3
13,2
14,1
15,1
16,2
17,4
18,4
19,2
20,0
21,1
22,4
23,1
24,2
25,2
26,4
27,4
28,3
29,4
30,3
31,0
32,4

88
1,4
2,2
3,2
4,0
5,1
6,4
7,2
8,4
9,3
10,2
11,2
12,4
13,0
14,0
15,3
16,3
17,1
18,1
19,3
20,0
21,0
22,0
23,2
24,2
25,2
26,4
27,1
28,0
29,0
30,1
31,2
32,1

89
1,4
2,2
3,1
4,0
5,1
6,0
7,1
8,3
9,2
10,0
11,2
12,3
13,2
14,0
15,4
16,2
17,4
18,1
19,2
20,0
21,4
22,4
23,0
24,0
25,2
26,1
27,1
28,1
29,4
30,0
31,1
32,4

90
1,4
2,2
3,1
4,0
5,1
6,0
7,1
8,3
9,2
10,4
11,2
12,3
13,2
14,0
15,4
16,2
17,3
18,1
19,2
20,0
21,4
22,4
23,0
24,2
25,2
26,1
27,1
28,1
29,4
30,3
31,1
32,4

91
1,4
2,2
3,1
4,0
5,0
6,3
7,1
8,3
9,2
10,0
11,2
12,3
13,2
14,0
15,0
16,0
17,4
18,1
19,2
20,0
21,4
22,4
23,3
24,2
25,2
26,0
27,1
28,1
29,3
30,0
31,1
32,1

92
1,4
2,2
3,1
4,0
5,0
6,0
7,1
8,3
9,0
10,1
11,0
12,4
13,2
14,2
15,3
16,2
17,4
18,1
19,2
20,0
21,4
22,4
23,2
24,2
25,2
26,0
27,1
28,1
29,4
30,0
31,1
32,1

93
1,4
2,0
3,1
4,0
5,1
6,0
7,1
8,3
9,2
10,0
11,2
12,3
13,2
14,0
15,0
16,2
17,4
18,1
19,0
20,0
21,4
22,4
23,2
24,2
25,2
26,3
27,1
28,4
29,4
30,4
31,1
32,1

94
1,4
2,0
3,1
4,0
5,0
6,3
7,1
8,3
9,2
10,2
11,2
12,3
13,2
14,0
15,0
16,2
17,4
18,1
19,2
20,0
21,4
22,4
23,2
24,2
25,0
26,1
27,1
28,4
29,0
30,4
31,1
32,4

95
1,4
2,0
3,1
4,0
5,0
6,3
7,1
8,3
9,2
10,0
11,2
12,3
13,2
14,0
15,4
16,2
17,4
18,1
19,2
20,0
21,4
22,4
23,2
24,2
25,2
26,0
27,1
28,4
29,4
30,4
31,1
32,0

96
1,4
2,0
3,1
4,0
5,0
6,0
7,1
8,3
9,2
10,0
11,2
12,3
13,2
14,2
15,0
16,0
17,4
18,1
19,2
20,0
21,4
22,4
23,2
24,2
25,2
26,0
27,1
28,4
29,2
30,4
31,1
32,1

97
1,4
2,2
3,1
4,0
5,0
6,0
7,2
8,3
9,2
10,1
11,2
12,3
13,3
14,2
15,4
16,2
17,4
18,1
19,2
20,0
21,1
22,4
23,0
24,2
25,2
26,4
27,4
28,1
29,4
30,4
31,2
32,4

98
1,4
2,0
3,2
4,0
5,2
6,2
7,2
8,1
9,3
10,3
11,3
12,4
13,3
14,1
15,1
16,3
17,1
18,2
19,3
20,0
21,0
22,1
23,3
24,3
25,3
26,1
27,2
28,2
29,2
30,4
31,2
32,2

99
1,4
2,0
3,2
4,0
5,2
6,2
7,2
8,1
9,3
10,3
11,3
12,4
13,3
14,1
15,1
16,3
17,1
18,2
19,3
20,0
21,0
22,1
23,3
24,3
25,3
26,1
27,2
28,2
29,2
30,4
31,2
32,2

100
1,4
2,2
3,1
4,0
5,1
6,0
7,2
8,4
9,2
10,1
11,2
12,3
13,2
14,2
15,3
16,3
17,4
18,1
19,2
20,0
21,0
22,4
23,4
24,2
25,2
26,4
27,1
28,1
29,4
30,4
31,0
32,1

101
1,4
2,2
3,1
4,0
5,1
6,1
7,4
8,4
9,2
10,1
11,1
12,3
13,0
14,3
15,0
16,2
17,4
18,1
19,2
20,0
21,1
22,4
23,0
24,2
25,1
26,4
27,1
28,1
29,4
30,4
31,1
32,4

102
1,4
2,2
3,1
4,0
5,1
6,1
7,4
8,4
9,2
10,1
11,1
12,4
13,0
14,4
15,0
16,3
17,4
18,1
19,2
20,0
21,1
22,4
23,0
24,2
25,2
26,4
27,1
28,1
29,4
30,4
31,1
32,4

103
1,4
2,2
3,1
4,0
5,1
6,2
7,1
8,4
9,2
10,3
11,1
12,3
13,3
14,1
15,1
16,0
17,0
18,1
19,2
20,0
21,1
22,4
23,3
24,1
25,2
26,4
27,1
28,1
29,4
30,3
31,1
32,4

104
1,4
2,2
3,1
4,0
5,1
6,0
7,0
8,4
9,2
10,1
11,1
12,4
13,3
14,4
15,1
16,3
17,4
18,1
19,2
20,0
21,1
22,4
23,3
24,0
25,2
26,4
27,1
28,1
29,4
30,4
31,1
32,4

105
1,4
2,2
3,2
4,0
5,1
6,3
7,2
8,4
9,3
10,2
11,0
12,4
13,2
14,2
15,3
16,3
17,4
18,1
19,2
20,0
21,0
22,4
23,4
24,2
25,3
26,4
27,4
28,1
29,4
30,4
31,2
32,1

106
1,4
2,3
3,1
4,0
5,0
6,4
7,2
8,4
9,2
10,2
11,2
12,3
13,2
14,2
15,3
16,3
17,1
18,1
19,3
20,0
21,2
22,1
23,3
24,2
25,3
26,4
27,1
28,0
29,4
30,3
31,2
32,1

107
1,4
2,3
3,2
4,0
5,1
6,4
7,2
8,4
9,2
10,2
11,2
12,4
13,0
14,3
15,3
16,3
17,1
18,1
19,3
20,0
21,1
22,4
23,2
24,3
25,2
26,4
27,1
